id,review_text,risk,complaint_type
R0227,"Not sure who is responsible, but order 77753: It is okay for the price for my water bottle. happy with the purchase.",low,minor_negative_or_no_complaint
R0228,Order 16453: Works as expected for my phone stand. overall acceptable. This is not urgent. I am not asking for a refund.,low,minor_negative_or_no_complaint
R0229,Order 61881: I ordered a black medium but received a white small for my tablet case. I need a replacement. I can wait if someone gives me a clear update.,medium,damaged_or_wrong_item
R0230,Order 68188: Great product and fast delivery for my notebook. not a big issue. This is not urgent.,low,minor_negative_or_no_complaint
R0231,Order 24726: The seller refused my refund after the item failed for my coffee machine. I may file a chargeback. The product itself is otherwise fine.,high,refund_dispute
R0232,Order 10487: The promised two day shipping did not happen for my school bag. I may cancel the order.,medium,delivery_delay
R0233,Order 84902: I asked for a refund three times and nobody replied for my coffee machine. I may file a chargeback. I do not want an automated reply.,high,refund_dispute
R0234,"Order 66165: The package was missing parts for my desk lamp. please send the correct item. It is fixable, but I need a concrete answer.",medium,damaged_or_wrong_item
R0235,Order 52597: The packaging could be better for my yoga mat. overall acceptable. I am mostly leaving feedback for improvement.,low,minor_negative_or_no_complaint
R0236,I waited before writing this review. order 29256: The package was missing parts for my winter jacket. I need a replacement.,medium,damaged_or_wrong_item
R0237,Order 27536: The product looks fake and the serial number is invalid for my laptop adapter. other buyers should be warned.,high,counterfeit_or_safety
R0238,"Maybe this is a courier issue, but order 36529: The adapter sparked when I plugged it in for my skin cream. I want the listing investigated. I do not want an automated reply. The product itself is otherwise fine.",high,counterfeit_or_safety
R0239,"This is my second order from you. order 49971: I ordered a black medium but received a white small for my tablet case. I need a replacement. It is fixable, but I need a concrete answer. The product itself is otherwise fine.",medium,damaged_or_wrong_item
R0240,Order 64964: The adapter sparked when I plugged it in for my laptop adapter. I want the listing investigated. I do not want an automated reply.,high,counterfeit_or_safety
R0241,Order 66407: Great product and fast delivery for my yoga mat. happy with the purchase.,low,minor_negative_or_no_complaint
R0242,"I usually like this store, but order 23108: The courier marked it delivered but nothing arrived for my school bag. I may cancel the order. The product itself is otherwise fine.",medium,delivery_delay
R0243,Order 70216: I was charged twice and support keeps closing the ticket for my coffee machine. I need this escalated today. This may affect whether I buy again.,high,refund_dispute
R0244,Order 62502: The courier marked it delivered but nothing arrived for my kitchen scale. I may cancel the order.,medium,delivery_delay
R0245,"Not sure who is responsible, but order 73557: The seller refused my refnd after the item failed for my gaming headset. I may file a chargeback. Please have a real person check this.",high,refund_dispute
R0246,Order 86353: I asked for a refund three times and nobody replied for my phone charger. I need this escalated today.,high,refund_dispute
R0247,This is my second order from you. order 43949: The promised two day shipping did not happen for my kitchen scale. please tell me where it is.,medium,delivery_delay
R0248,"Maybe this is a courier issue, but order 47421: The label is different from the listing and may be counterfeit for my skin cream. this may be unsafe. I do not want an automated reply.",high,counterfeit_or_safety
R0249,Order 85626: The courier marked it delivered but nothing arrived for my birthday gift. I needed it this week.,medium,delivery_delay
R0250,Order 15572: The adapter sparked when I plugged it in for my laptop adapter. I want the listing investigated.,high,counterfeit_or_safety
R0251,Order 13993: The seller refused my refund after the item failed for my coffee machine. this feels fraudulent.,high,refund_dispute
R0252,Order 90441: The label is different from the listing and may be counterfeit for my laptop adapter. I want the listing investigated.,high,counterfeit_or_safety
R0253,Order 60413: I have repeated the same issue to three agents for my smart watch. please escalate to a human. The product itself is otherwise fine.,medium,service_failure
R0254,Order 28543: The screen has scratches although it was sold as new for my tablet case. I need a replacement.,medium,damaged_or_wrong_item
R0255,Order 61874: The color is slightly different but the product works for my water bottle. happy with the purchase. This is not urgent.,low,minor_negative_or_no_complaint
R0256,Order 13651: Shipping was a little slow but the item arrived fine for my phone stand. overall acceptable. No need to replace it unless this happens again.,low,minor_negative_or_no_complaint
R0257,Order 49177: I have repeated the same issue to three agents for my wireless mouse. I am frustrated.,medium,service_failure
R0258,Order 22815: The promised two day shipping did not happen for my birthday gift. please tell me where it is. I can wait if someone gives me a clear update.,medium,delivery_delay
R0259,Order 73276: I was charged twice and support keeps closing the ticket for my gaming headset. I need this escalated today.,high,refund_dispute
R0260,"Not sure who is responsible, but order 50376: Support promised a callback but never called for my wireless mouse. the answer does not address my problem. I can wait if someone gives me a clear update.",medium,service_failure
R0261,Order 32176: The chat agent ended the conversation before solving it for my bookshelf. please escalate to a human. I can wait if someone gives me a clear update. The product itself is otherwise fine.,medium,service_failure
R0262,This is my second order from you. order 13876: The packaging could be better for my phone stand. I will keep it.,low,minor_negative_or_no_complaint
R0263,Order 41372: The color is slightly different but the product works for my water bottle. overall acceptable.,low,minor_negative_or_no_complaint
R0264,Order 56186: Customer service keeps sending copy paste replies for my vacuum cleaner. please escalate to a human. Please do not send another generic template.,medium,service_failure
R0265,Order 28819: The packaging could be better for my water bottle. overall acceptable. I am mostly leaving feedback for improvement.,low,minor_negative_or_no_complaint
R0266,Order 77059: The product looks fake and the serial number is invalid for my skin cream. I want the listing investigated.,high,counterfeit_or_safety
R0267,Order 13717: The color is slightly different but the product works for my water bottle. overall acceptable.,low,minor_negative_or_no_complaint
R0268,"Not sure who is responsible, but order 31687: I ordered a black medium but received a white small for my air fryer. please send the correct item. I can wait if someone gives me a clear update.",medium,damaged_or_wrong_item
R0269,"Not sure who is responsible, but order 19720: The packaging could be better for my water bottle. overall acceptable. This is not urgent.",low,minor_negative_or_no_complaint
R0270,Order 36469: I asked for a refund three times and nobody replied for my phone charger. I need this escalated today.,high,refund_dispute
R0271,Order 66423: The courier marked it delivered but nothing arrived for my kitchen scale. I may cancel the order. The product itself is otherwise fine.,medium,delivery_delay
R0272,"Order 18733: The package was missing parts for my air fryer. please send the correct item. It is fixable, but I need a concrete answer.",medium,damaged_or_wrong_item
R0273,"Not sure who is responsible, but order 43410: The adapter sparked when I plugged it in for my skin cream. I want the listing investigated. I do not want an automated reply.",high,counterfeit_or_safety
R0274,Order 20910: I asked for a refund three times and nobody replied for my running shoes. I need this escalated today. I do not want an automated reply.,high,refund_dispute
R0275,This is my second order from you. order 38278: The tracking page has not moved since last week for my kitchen scale. please tell me where it is.,medium,delivery_delay
R0276,I waited before writing this review. order 94927: The tracking page has not moved since last week for my kitchen scale. I needed it this week.,medium,delivery_delay
R0277,Order 15276: The seller refused my refund after the item failed for my phone charger. I need this escalated today.,high,refund_dispute
R0278,Order 34211: The product looks fake and the serial number is invalid for my skin cream. other buyers should be warned. The product itself is otherwise fine.,high,counterfeit_or_safety
R0279,Order 71329: I was charged twice and support keeps closing the ticket for my running shoes. I may file a chargeback.,high,refund_dispute
R0280,Order 24292: The chat agent ended the conversation before solving it for my vacuum cleaner. please escalate to a human. Please do not send another generic template.,medium,service_failure
R0281,"Maybe this is a courier issue, but order 86549: The refnd status has been pending for weeks for my gaming headset. this feels fraudulent.",high,refund_dispute
R0282,Order 84746: Shipping was a little slow but the item arrived fine for my water bottle. happy with the purchase.,low,minor_negative_or_no_complaint
R0283,"I usually like this store, but order 67972: The chat agent ended the conversation before solving it for my bookshelf. please escalate to a human. I can wait if someone gives me a clear update.",medium,service_failure
R0284,"Order 25231: Customer service keeps sending copy paste replies for my vacuum cleaner. I am frustrated. It is fixable, but I need a concrete answer. The product itself is otherwise fine.",medium,service_failure
R0285,"Maybe this is a courier issue, but order 26750: The packaging could be better for my phone stand. I will keep it.",low,minor_negative_or_no_complaint
R0286,Order 69013: The label is different from the listing and may be counterfeit for my skin cream. I want the listing investigated. The product itself is otherwise fine.,high,counterfeit_or_safety
R0287,This is my second order from you. order 70054: I asked for a refund three times and nobody replied for my phone charger. I may file a chargeback.,high,refund_dispute
R0288,"Order 47520: The tracking page has not moved since last week for my kitchen scale. please tell me where it is. It is fixable, but I need a concrete answer.",medium,delivery_delay
R0289,Order 39399: The box arrived crushed and the item was cracked for my winter jacket. I need a replacement.,medium,damaged_or_wrong_item
R0290,Order 48821: Great product and fast delivery for my notebook. not a big issue.,low,minor_negative_or_no_complaint
R0291,"Order 11966: The tracking page has not moved since last week for my printer ink. please tell me where it is. It is fixable, but I need a concrete answer. The product itself is otherwise fine.",medium,delivery_delay
R0292,Order 68024: The courier marked it delivered but nothing arrived for my school bag. I needed it this week. The product itself is otherwise fine.,medium,delivery_delay
R0293,Order 69053: The tracking page has not moved since last week for my school bag. I may cancel the order.,medium,delivery_delay
R0294,Order 58325: The packaging could be better for my phone stand. overall acceptable.,low,minor_negative_or_no_complaint
R0295,"Maybe this is a courier issue, but order 51143: The battery overheated after one use for my power bank. I want the listing investigated. I do not want an automated reply. The product itself is otherwise fine.",high,counterfeit_or_safety
R0296,Order 12513: Works as expected for my water bottle. overall acceptable. This is not urgent.,low,minor_negative_or_no_complaint
R0297,Order 78776: I ordered a black medium but received a white small for my desk lamp. I cannot use it as delivered.,medium,damaged_or_wrong_item
R0298,Order 81387: It is okay for the price for my phone stand. overall acceptable.,low,minor_negative_or_no_complaint
R0299,"Maybe this is a courier issue, but order 85802: Customer service keeps sending copy paste replies for my smart watch. please escalate to a human.",medium,service_failure
R0300,Order 11814: The trackng page has not moved since last week for my birthday gift. I needed it this week.,medium,delivery_delay
R0301,"Maybe this is a courier issue, but order 85493: It is okay for the price for my water bottle. overall acceptable.",low,minor_negative_or_no_complaint
R0302,"Maybe this is a courier issue, but order 42390: The battery overheated after one use for my power bank. this may be unsafe. The product itself is otherwise fine.",high,counterfeit_or_safety
R0303,"Order 94677: Customer service keeps sending copy paste replies for my wireless mouse. I am frustrated. It is fixable, but I need a concrete answer.",medium,service_failure
R0304,Order 93766: Support promised a callback but never called for my wireless mouse. the answer does not address my problem.,medium,service_failure
R0305,Order 58916: The courier marked it delivered but nothing arrived for my birthday gift. I may cancel the order.,medium,delivery_delay
R0306,Order 26939: Support promised a callback but never called for my bookshelf. please escalate to a human.,medium,service_failure
R0307,"I usually like this store, but order 26910: The promised two day shipping did not happen for my kitchen scale. I may cancel the order.",medium,delivery_delay
R0308,"Not sure who is responsible, but order 14630: Shipping was a little slow but the item arrived fine for my water bottle. not a big issue. This is not urgent.",low,minor_negative_or_no_complaint
R0309,Order 90443: I was charged twice and support keeps closing the ticket for my running shoes. I may file a chargeback. Please have a real person check this.,high,refund_dispute
R0310,Order 61243: The label is different from the listing and may be counterfeit for my power bank. other buyers should be warned. I do not want an automated reply. The product itself is otherwise fine.,high,counterfeit_or_safety
R0311,Order 12371: The tracking page has not moved since last week for my birthday gift. please tell me where it is.,medium,delivery_delay
R0312,Order 98735: The color is slightly different but the product works for my phone stand. overall acceptable.,low,minor_negative_or_no_complaint
R0313,Order 43415: I was charged twice and support keeps closing the ticket for my coffee machine. I may file a chargeback. I do not want an automated reply. The product itself is otherwise fine.,high,refund_dispute
R0314,"Not sure who is responsible, but order 68753: The package was missing parts for my desk lamp. I cannot use it as delivered. Please do not send another generic template. The product itself is otherwise fine.",medium,damaged_or_wrong_item
R0315,Order 58069: The package was missing parts for my winter jacket. I cannot use it as delivered.,medium,damaged_or_wrong_item
R0316,This is my second order from you. order 10702: It is okay for the price for my yoga mat. not a big issue. I am mostly leaving feedback for improvement.,low,minor_negative_or_no_complaint
R0317,Order 49067: The product looks fake and the serial number is invalid for my baby monitor. this may be unsafe.,high,counterfeit_or_safety
R0318,Order 42035: The chat agent ended the conversation before solving it for my smart watch. please escalate to a human.,medium,service_failure
R0319,"Maybe this is a courier issue, but order 27102: I was charged twice and support keeps closing the ticket for my coffee machine. I need this escalated today. Please have a real person check this.",high,refund_dispute
R0320,Order 84301: I have repeated the same issue to three agents for my bookshelf. I am frustrated. Please do not send another generic template.,medium,service_failure
R0321,This is my second order from you. order 45322: The seller refused my refund after the item failed for my running shoes. I may file a chargeback.,high,refund_dispute
R0322,Order 70743: The chat agent ended the conversation before solving it for my wireless mouse. the answer does not address my problem.,medium,service_failure
R0323,"Maybe this is a courier issue, but order 31774: I was charged twice and support keeps closing the ticket for my gaming headset. I may file a chargeback.",high,refund_dispute
R0324,Order 44211: Great product and fast delivery for my yoga mat. happy with the purchase. I am mostly leaving feedback for improvement.,low,minor_negative_or_no_complaint
R0325,Order 29782: The courier marked it delivered but nothing arrived for my school bag. I may cancel the order.,medium,delivery_delay
R0326,Order 36699: Works as expected for my notebook. overall acceptable. No need to replace it unless this happens again.,low,minor_negative_or_no_complaint
R0327,"I waited before writing this review. order 15018: The courier marked it delivered but nothing arrived for my school bag. I may cancel the order. It is fixable, but I need a concrete answer. The product itself is otherwise fine.",medium,delivery_delay
R0328,Order 10534: The screen has scratches although it was sold as new for my winter jacket. I need a replacement. Please do not send another generic template.,medium,damaged_or_wrong_item
R0329,"I waited before writing this review. order 93248: The box arrived crushed and the item was cracked for my air fryer. please send the correct item. It is fixable, but I need a concrete answer.",medium,damaged_or_wrong_item
R0330,Order 94575: I ordered a black medium but received a white small for my tablet case. I cannot use it as delivered. Please do not send another generic template.,medium,damaged_or_wrong_item
R0331,"Order 50110: The tracking page has not moved since last week for my printer ink. I needed it this week. It is fixable, but I need a concrete answer.",medium,delivery_delay
R0332,"I usually like this store, but order 17713: The package was missing parts for my tablet case. I cannot use it as delivered. It is fixable, but I need a concrete answer.",medium,damaged_or_wrong_item
R0333,"Not sure who is responsible, but order 21137: I asked for a refund three times and nobody replied for my running shoes. this feels fraudulent.",high,refund_dispute
R0334,Order 88968: The package was missing parts for my air fryer. I cannot use it as delivered. Please do not send another generic template. The product itself is otherwise fine.,medium,damaged_or_wrong_item
R0335,Order 71951: I was charged twice and support keeps closing the ticket for my phone charger. this feels fraudulent. The product itself is otherwise fine.,high,refund_dispute
R0336,Order 53776: I asked for a refund three times and nobody replied for my running shoes. this feels fraudulent.,high,refund_dispute
R0337,Order 95661: The battery overheated after one use for my baby monitor. this may be unsafe.,high,counterfeit_or_safety
R0338,"I usually like this store, but order 47769: The chat agent ended the conversation before solving it for my bookshelf. please escalate to a human. Please do not send another generic template. The product itself is otherwise fine.",medium,service_failure
R0339,"Order 47368: Customer service keeps sending copy paste replies for my bookshelf. I am frustrated. It is fixable, but I need a concrete answer.",medium,service_failure
R0340,"I usually like this store, but order 86619: The battery overheated after one use for my laptop adapter. other buyers should be warned.",high,counterfeit_or_safety
R0341,Order 93827: The screen has scratches although it was sold as new for my air fryer. I cannot use it as delivered. Please do not send another generic template.,medium,damaged_or_wrong_item
R0342,I waited before writing this review. order 25365: The refund status has been pending for weeks for my running shoes. I need this escalated today.,high,refund_dispute
R0343,I waited before writing this review. order 99270: The box arrived crushed and the item was cracked for my winter jacket. I cannot use it as delivered. The product itself is otherwise fine.,medium,damaged_or_wrong_item
R0344,Order 99531: The promised two day shipping did not happen for my printer ink. please tell me where it is.,medium,delivery_delay
R0345,Order 89722: The seller refused my refund after the item failed for my gaming headset. this feels fraudulent.,high,refund_dispute
R0346,Order 66633: I was charged twice and suport keeps closing the ticket for my phone charger. I may file a chargeback. The product itself is otherwise fine.,high,refund_dispute
R0347,"Maybe this is a courier issue, but order 78040: The packaging could be better for my phone stand. I will keep it. I am mostly leaving feedback for improvement.",low,minor_negative_or_no_complaint
R0348,"I waited before writing this review. order 57249: The box arrived crushed and the item was cracked for my air fryer. please send the correct item. It is fixable, but I need a concrete answer.",medium,damaged_or_wrong_item
R0349,This is my second order from you. order 92644: The product looks fake and the serial number is invalid for my laptop adapter. this may be unsafe.,high,counterfeit_or_safety
R0350,Order 10128: The screen has scratches although it was sold as new for my tablet case. I cannot use it as delivered. I can wait if someone gives me a clear update.,medium,damaged_or_wrong_item
R0351,Order 87215: I ordered a black medium but received a white small for my air fryer. please send the correct item.,medium,damaged_or_wrong_item
R0352,"Order 42276: The package was missing parts for my winter jacket. I cannot use it as delivered. It is fixable, but I need a concrete answer.",medium,damaged_or_wrong_item
R0353,Order 29890: I was charged twice and support keeps closing the ticket for my phone charger. I may file a chargeback.,high,refund_dispute
R0354,"I usually like this store, but order 97039: Support promised a callback but never called for my vacuum cleaner. I am frustrated. Please do not send another generic template.",medium,service_failure
R0355,Order 61162: Delivery is five days late with no useful update for my printer ink. please tell me where it is. The product itself is otherwise fine.,medium,delivery_delay
R0356,"Not sure who is responsible, but order 75065: The courier marked it delivered but nothing arrived for my birthday gift. please tell me where it is.",medium,delivery_delay
R0357,"I usually like this store, but order 97536: The color is slightly different but the product works for my yoga mat. happy with the purchase. This is not urgent. I am not asking for a refund.",low,minor_negative_or_no_complaint
R0358,Order 98490: The courier marked it delivered but nothing arrived for my printer ink. please tell me where it is.,medium,delivery_delay
R0359,Order 35696: I have repeated the same issue to three agents for my wireless mouse. I am frustrated. The product itself is otherwise fine.,medium,service_failure
R0360,Order 40169: The packaging could be better for my phone stand. happy with the purchase.,low,minor_negative_or_no_complaint
R0361,Order 27743: The color is slightly different but the product works for my yoga mat. overall acceptable. I am mostly leaving feedback for improvement.,low,minor_negative_or_no_complaint
R0362,"Maybe this is a courier issue, but order 38790: Customer service keeps sending copy paste replies for my bookshelf. please escalate to a human.",medium,service_failure
R0363,Order 13332: I asked for a refund three times and nobody replied for my coffee machine. I may file a chargeback. This may affect whether I buy again.,high,refund_dispute
R0364,Order 48707: The color is slightly different but the product works for my notebook. overall acceptable.,low,minor_negative_or_no_complaint
R0365,"I usually like this store, but order 59638: Shipping was a little slow but the item arrived fine for my yoga mat. overall acceptable.",low,minor_negative_or_no_complaint
R0366,Order 34527: The tracking page has not moved since last week for my kitchen scale. I may cancel the order. I can wait if someone gives me a clear update.,medium,delivery_delay
R0367,"Not sure who is responsible, but order 81905: Works as expected for my notebook. not a big issue.",low,minor_negative_or_no_complaint
R0368,"Not sure who is responsible, but order 28451: The screen has scratches although it was sold as new for my desk lamp. please send the correct item. It is fixable, but I need a concrete answer.",medium,damaged_or_wrong_item
R0369,"Maybe this is a courier issue, but order 35394: The packaging could be better for my notebook. happy with the purchase. No need to replace it unless this happens again.",low,minor_negative_or_no_complaint
R0370,Order 90608: The adapter sparked when I plugged it in for my baby monitor. I want the listing investigated. This may affect whether I buy again.,high,counterfeit_or_safety
R0371,I waited before writing this review. order 24631: The battery overheated after one use for my laptop adapter. this may be unsafe.,high,counterfeit_or_safety
R0372,"Maybe this is a courier issue, but order 70246: The refund status has been pending for weeks for my phone charger. this feels fraudulent.",high,refund_dispute
R0373,Order 63847: I asked for a refnd three times and nobody replied for my phone charger. I may file a chargeback.,high,refund_dispute
R0374,Order 24045: The battery overheated after one use for my laptop adapter. this may be unsafe.,high,counterfeit_or_safety
R0375,Order 94482: I ordered a black medium but received a white small for my tablet case. please send the correct item.,medium,damaged_or_wrong_item
R0376,This is my second order from you. order 16495: The adapter sparked when I plugged it in for my power bank. this may be unsafe.,high,counterfeit_or_safety
R0377,Order 37420: The adapter sparked when I plugged it in for my laptop adapter. other buyers should be warned.,high,counterfeit_or_safety
R0378,This is my second order from you. order 64482: Support promised a callback but never called for my wireless mouse. the answer does not address my problem. Please do not send another generic template.,medium,service_failure
R0379,Order 36802: The tracking page has not moved since last week for my school bag. I needed it this week.,medium,delivery_delay
R0380,"I usually like this store, but order 77083: The promised two day shipping did not happen for my printer ink. I needed it this week. I can wait if someone gives me a clear update.",medium,delivery_delay
R0381,This is my second order from you. order 37698: The seller refused my refnd after the item failed for my gaming headset. I need this escalated today. The product itself is otherwise fine.,high,refund_dispute
R0382,Order 26543: The tracking page has not moved since last week for my birthday gift. I may cancel the order.,medium,delivery_delay
R0383,Order 39435: The package was missing parts for my air fryer. I cannot use it as delivered.,medium,damaged_or_wrong_item
R0384,Order 42478: Great product and fast delivery for my phone stand. I will keep it. No need to replace it unless this happens again.,low,minor_negative_or_no_complaint
R0385,Order 92722: The color is slightly different but the product works for my water bottle. overall acceptable.,low,minor_negative_or_no_complaint
R0386,I waited before writing this review. order 55460: It is okay for the price for my water bottle. overall acceptable.,low,minor_negative_or_no_complaint
R0387,This is my second order from you. order 20765: Shipping was a little slow but the item arrived fine for my notebook. not a big issue.,low,minor_negative_or_no_complaint
R0388,This is my second order from you. order 85192: Customer service keeps sending copy paste replies for my bookshelf. please escalate to a human. Please do not send another generic template. The product itself is otherwise fine.,medium,service_failure
R0389,Order 36764: I was charged twice and support keeps closing the ticket for my phone charger. this feels fraudulent.,high,refund_dispute
R0390,"Maybe this is a courier issue, but order 29882: The battery overheated after one use for my baby monitor. other buyers should be warned. This may affect whether I buy again.",high,counterfeit_or_safety
R0391,Order 66968: The label is different from the listing and may be counterfeit for my baby monitor. other buyers should be warned. I do not want an automated reply.,high,counterfeit_or_safety
R0392,Order 94046: The tracking page has not moved since last week for my printer ink. I needed it this week.,medium,delivery_delay
R0393,Order 74041: Delivery is five days late with no useful update for my printer ink. please tell me where it is. I can wait if someone gives me a clear update.,medium,delivery_delay
R0394,Order 86598: Delivery is five days late with no useful update for my printer ink. I may cancel the order.,medium,delivery_delay
R0395,"Not sure who is responsible, but order 42534: Works as expected for my yoga mat. I will keep it.",low,minor_negative_or_no_complaint
R0396,I waited before writing this review. order 24735: It is okay for the price for my notebook. happy with the purchase. I am mostly leaving feedback for improvement.,low,minor_negative_or_no_complaint
R0397,Order 20163: I was charged twice and support keeps closing the ticket for my coffee machine. I may file a chargeback. The product itself is otherwise fine.,high,refund_dispute
R0398,"Not sure who is responsible, but order 49829: The package was missing parts for my desk lamp. please send the correct item. Please do not send another generic template.",medium,damaged_or_wrong_item
R0399,Order 81721: I ordered a black medium but received a white small for my desk lamp. please send the correct item. The product itself is otherwise fine.,medium,damaged_or_wrong_item
R0400,Order 14535: The screen has scratches although it was sold as new for my air fryer. I cannot use it as delivered. The product itself is otherwise fine.,medium,damaged_or_wrong_item
R0401,"I usually like this store, but order 97402: The screen has scratches although it was sold as new for my winter jacket. please send the correct item.",medium,damaged_or_wrong_item
R0402,Order 55284: The screen has scratches although it was sold as new for my tablet case. please send the correct item.,medium,damaged_or_wrong_item
R0403,Order 69543: The refund status has been pending for weeks for my coffee machine. I need this escalated today.,high,refund_dispute
R0404,Order 16484: The chat agent ended the conversation before solving it for my bookshelf. please escalate to a human.,medium,service_failure
R0405,"Order 62929: The courier marked it delivered but nothing arrived for my printer ink. I needed it this week. It is fixable, but I need a concrete answer.",medium,delivery_delay
R0406,Order 17296: Support promised a callback but never called for my bookshelf. I am frustrated.,medium,service_failure
R0407,This is my second order from you. order 11552: I have repeated the same issue to three agents for my wireless mouse. I am frustrated.,medium,service_failure
R0408,"Not sure who is responsible, but order 63572: The screen has scratches although it was sold as new for my air fryer. I cannot use it as delivered. Please do not send another generic template. The product itself is otherwise fine.",medium,damaged_or_wrong_item
R0409,Order 24065: I ordered a black medium but received a white small for my winter jacket. please send the correct item. The product itself is otherwise fine.,medium,damaged_or_wrong_item
R0410,Order 72779: I asked for a refund three times and nobody replied for my phone charger. I need this escalated today. This may affect whether I buy again.,high,refund_dispute
R0411,"Not sure who is responsible, but order 26507: The color is slightly different but the product works for my notebook. happy with the purchase. I am mostly leaving feedback for improvement.",low,minor_negative_or_no_complaint
R0412,Order 97070: I asked for a refund three times and nobody replied for my coffee machine. I may file a chargeback. I do not want an automated reply.,high,refund_dispute
R0413,Order 16210: I asked for a refund three times and nobody replied for my coffee machine. this feels fraudulent.,high,refund_dispute
R0414,I waited before writing this review. order 85207: The courier marked it delivered but nothing arrived for my birthday gift. please tell me where it is.,medium,delivery_delay
R0415,Order 36916: Shipping was a little slow but the item arrived fine for my yoga mat. not a big issue. I am mostly leaving feedback for improvement. I am not asking for a refund.,low,minor_negative_or_no_complaint
R0416,This is my second order from you. order 94245: The screen has scratches although it was sold as new for my air fryer. please send the correct item. The product itself is otherwise fine.,medium,damaged_or_wrong_item
R0417,Order 47395: It is okay for the price for my yoga mat. not a big issue. I am not asking for a refund.,low,minor_negative_or_no_complaint
R0418,Order 21532: Delivery is five days late with no useful update for my birthday gift. please tell me where it is. The product itself is otherwise fine.,medium,delivery_delay
R0419,"I usually like this store, but order 98939: The battery overheated after one use for my baby monitor. I want the listing investigated.",high,counterfeit_or_safety
R0420,"Not sure who is responsible, but order 84541: The product looks fake and the serial number is invalid for my laptop adapter. other buyers should be warned.",high,counterfeit_or_safety
